brand,model,variant,fuel_type,body_type,transmission,owner_type,owner_number,kms_driven,model_year,registration_year,engine_displacement,mileage,max_power,torque,color,engine_type,gear_box,drive_type,steering_type,top_speed,acceleration,price,City,car_age
Maruti,Maruti Ertiga,VXI Petrol,Petrol,MUV,Manual,1st Owner,1,83000,2020,2020,1462.0,19.34,103.0,138.0,Silver,K15 Smart Hybrid,5 Speed,2WD,Power,170.0,12.9,894999.9999999999,Jaipur,5
Maruti,Maruti Alto 800,VXI,Petrol,Hatchback,Manual,1st Owner,1,36661,2019,2019,796.0,24.7,47.3,69.0,Granite Grey,F8D Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,322000.0,Jaipur,6
Mahindra,Mahindra Thar,LX 4-Str Hard Top BSVI,Petrol,SUV,Manual,1st Owner,1,44143,2022,2022,1949.5,15.2,150.0,300.0,Grey,mStallion 150 TGDi Engine,6 Speed,4X4,Power,170.0,12.9,1400000.0,Jaipur,3
Honda,Honda City,EXi,Petrol,Sedan,Manual,4th Owner,3,108168,2006,2006,1497.0,17.7,78.0,12.7,Silver,In-Line Engine,5 Speed,FWD,Power,173.0,13.5,150000.0,Jaipur,18
Maruti,Maruti Alto K10,VXI AGS Optional,Petrol,Hatchback,Automatic,1st Owner,1,69475,2018,2018,998.0,23.95,67.1,90.0,Superior white,K Series Petrol Engine,5 Speed,FWD,Power,154.5,13.3,310000.0,Jaipur,7
Mahindra,Mahindra XUV500,W6 2WD,Diesel,SUV,Manual,2nd Owner,2,96294,2013,2013,1949.5,15.1,140.0,330.0,Grey,mHawk Diesel Engine,6 Speed ,FWD,Power,175.0,12.5,500000.0,Jaipur,12
Hyundai,Hyundai Creta,1.6 E Plus,Petrol,SUV,Manual,1st Owner,1,48000,2017,2017,1591.0,15.8,121.3,151.0,White,VTVT Petrol Engine,6 Speed,FWD,Power,170.0,12.9,825000.0,Jaipur,8
Maruti,Maruti Vitara Brezza,VDi,Diesel,SUV,Manual,1st Owner,1,34970,2018,2018,1248.0,24.3,88.5,200.0,Red,DDiS 200 Diesel Engine,5 Speed,FWD,Power,172.0,12.36,810000.0,Jaipur,7
Hyundai,Hyundai Aura,S,Petrol,Sedan,Manual,1st Owner,1,49931,2020,2020,1197.0,20.5,81.86,113.8,White,1.2 l Kappa dual petrol,5-Speed,,Electric,170.0,12.9,649000.0,Jaipur,5
Maruti,Maruti Baleno,1.2 Alpha,Petrol,Hatchback,Manual,1st Owner,1,49500,2018,2018,1197.0,21.4,83.1,115.0,Blue,VVT Petrol Engine,5 Speed,FWD,Power,180.0,12.36,670000.0,Jaipur,7
Kia,Kia Seltos,GTX Plus Diesel AT,Diesel,SUV,Automatic,1st Owner,1,44376,2019,2019,1493.0,18.0,113.43,250.0,Silver,1.5 L CRDi VGT,6-Speed,FWD,Electric,170.0,12.9,1525000.0,Jaipur,6
Maruti,Maruti Swift,VDI,Diesel,Hatchback,Manual,1st Owner,1,49225,2018,2018,1248.0,27.984999999999992,74.0,190.0,White,DDiS 190 Engine,5,,Power,170.0,12.9,655000.0,Jaipur,7
Tata,Tata Tiago,XT BSVI,Petrol,Hatchback,Manual,1st Owner,1,68843,2020,2020,1199.0,19.01,84.82,113.0,Silver,1.2 L Revotron,5-Speed,,Electric,170.0,12.9,493000.0,Jaipur,5
Maruti,Maruti Wagon R,VXI,Petrol,Hatchback,Manual,1st Owner,1,60318,2009,2013,998.0,21.79,67.05,90.0,White,K10B Petrol Engine,5 Speed,FWD,Power,170.0,14.350000000000001,325000.0,Jaipur,16
Maruti,Maruti Swift,AMT VDI,Diesel,Hatchback,Automatic,1st Owner,1,101014,2018,2018,1248.0,27.984999999999992,74.0,190.0,Solid Fire Red,DDiS 190 Engine,5,,Power,170.0,12.9,550000.0,Jaipur,7
Renault,Renault KWID,Climber 1.0 AMT Opt,Petrol,Hatchback,Automatic,2nd Owner,2,44319,2020,2020,999.0,22.0,67.0,91.0,White,Petrol Engine,5 Speed,FWD,Electric,170.0,12.9,376000.0,Jaipur,5
Volkswagen,Volkswagen Polo,1.2 MPI Highline Plus,Petrol,Hatchback,Manual,1st Owner,1,49422,2017,2018,1199.0,16.2,74.0,110.0,Candy White,MPI Petrol Engine,5 Speed,FWD,Power,165.0,14.2,337000.0,Jaipur,8
Tata,Tata Nexon,XZA Plus AMT S,Petrol,SUV,Automatic,1st Owner,1,44934,2021,2021,1199.0,16.35,118.36,170.0,Daytona Grey,1.2l Turbocharged Revotron Engine,6-Speed,,,170.0,12.9,1044999.9999999999,Jaipur,4
Maruti,Maruti Swift Dzire,Vdi BSIV,Diesel,Sedan,Manual,1st Owner,1,155000,2011,2011,1248.0,19.3,73.9,190.0,Silver,In-Line Engine,5 Speed,2 WD,Power,170.0,12.9,118000.0,Jaipur,14
Maruti,Maruti Ciaz,1.3 Zeta,Diesel,Sedan,Manual,1st Owner,1,155000,2017,2017,1248.0,27.984999999999992,88.5,200.0,Black,DDIS 200 Engine,5 Speed,FWD,Power,182.5,14.350000000000001,436000.00000000006,Jaipur,8
Maruti,Maruti Wagon R,LXI Minor Duo LPG,Lpg,Hatchback,Manual,1st Owner,1,75426,2009,2009,1061.0,19.255853130413264,67.0,84.0,Silver,FC Petrol Engine,5 Speed,FWD,Power,170.0,12.9,75697.0,Jaipur,16
Hyundai,Hyundai Venue,SX Plus Turbo DCT,Petrol,SUV,Automatic,1st Owner,1,36107,2020,2020,998.0,18.15,118.35,172.0,White,Kappa 1.0 L Turbo GDi Petrol,7-Speed DCT,FWD,Electric,170.0,12.9,861000.0,Jaipur,5
Honda,Honda WR-V,i-VTEC VX,Petrol,SUV,Manual,1st Owner,1,50854,2019,2019,1199.0,17.5,88.7,110.0,White,i-VTEC Petrol Engine,5 Speed,FWD,Electric,164.0,14.350000000000001,590000.0,Jaipur,6
Hyundai,Hyundai Grand i10 Nios,Magna,Petrol,Hatchback,Manual,1st Owner,1,7985,2020,2020,1197.0,20.7,81.86,113.8,Blue,1.2 Kappa petrol,5-Speed,,Electric,170.0,12.9,553000.0,Jaipur,5
Mahindra,Mahindra TUV 300,T6,Diesel,SUV,Manual,1st Owner,1,47913,2017,2018,1493.0,18.49,100.0,240.0,White,mHawk 100 Diesel Engine,5 Speed,RWD,Power,156.0,13.9,429000.0,Jaipur,8
Maruti,Maruti Baleno,1.2 Sigma,Petrol,Hatchback,Manual,1st Owner,1,138907,2017,2017,1197.0,21.4,83.1,115.0,Granite Grey,VVT Petrol Engine,5 Speed,FWD,Power,180.0,12.36,500000.0,Jaipur,8
Maruti,Maruti Ritz,VDi,Diesel,Hatchback,Manual,1st Owner,1,155000,2010,2010,1248.0,21.1,73.9,113.0,White,In-Line Engine,5-Speed,FWD,Power,156.0,14.2,108000.0,Jaipur,15
Mahindra,Mahindra XUV500,W8 2WD,Diesel,SUV,Manual,1st Owner,1,124143,2015,2015,1949.5,15.1,140.0,330.0,Black,mHawk Diesel Engine,6 Speed,FWD,Power,175.0,12.5,482000.0,Jaipur,10
Honda,Honda Amaze,S Petrol BSIV,Petrol,Sedan,Manual,2nd Owner,2,65396,2017,2017,1199.0,19.5,88.76,110.0,White,i-VTEC Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,422000.0,Jaipur,8
Hyundai,Hyundai i10,Magna,Petrol,Hatchback,Manual,1st Owner,1,45746,2011,2011,1197.0,20.36,78.9,111.7,Silver,Kappa Petrol Engine,5 Speed,FWD,Power,170.0,12.9,206000.0,Jaipur,14
Maruti,Maruti Ciaz,1.4 Alpha,Petrol,Sedan,Manual,1st Owner,1,90560,2017,2017,1373.0,20.73,91.1,130.0,White,k14B VVT Engine,5 Speed,FWD,Power,182.5,14.0,630000.0,Jaipur,8
Honda,Honda CR-V,2.4L 4WD AT,Petrol,SUV,Automatic,1st Owner,1,48350,2015,2015,1949.5,12.0,177.54999999999998,226.0,Silver,i-VTEC Petrol Engine,5 Speed,4WD,Power,182.5,11.549999999999997,1390000.0,Jaipur,10
Honda,Honda Amaze,E Option i-DTEC,Diesel,Sedan,Manual,1st Owner,1,66000,2017,2018,1498.0,25.8,98.6,200.0,White,i-DTEC Diesel Engine,5 Speed,FWD,Power,154.5,14.350000000000001,525000.0,Jaipur,8
Maruti,Maruti Alto 800,VXI BSVI,Petrol,Hatchback,Manual,1st Owner,1,1989,2022,2022,796.0,22.05,47.33,69.0,Grey,F8D Petrol Engine,5 Speed,,,170.0,12.9,364000.0,Jaipur,3
Hyundai,Hyundai EON,Era,Petrol,Hatchback,Manual,1st Owner,1,110818,2014,2014,814.0,21.1,55.2,74.5,Polar White,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,200000.0,Jaipur,11
Hyundai,Hyundai Creta,1.6 SX Automatic Diesel,Diesel,SUV,Automatic,2nd Owner,2,89000,2017,2017,1582.0,17.6,126.2,259.87,Grey,U2 CRDI VGT Engine,6 Speed,FWD,Power,170.0,12.9,975000.0,Jaipur,8
Mahindra,Mahindra KUV 100 NXT,G80 K2,Petrol,Hatchback,Manual,1st Owner,1,67225,2018,2018,1198.0,18.15,82.0,115.0,Silver,mFALCON G80 Engine,5 Speed,FWD,Power,160.0,14.350000000000001,250000.0,Jaipur,7
Tata,Tata Harrier,XZ BSIV,Diesel,SUV,Manual,1st Owner,1,96937,2020,2020,1949.5,17.0,138.1,350.0,White,Kryotec 2.0LTurbocharged Engine,6,FWD,Power,170.0,12.9,1300000.0,Jaipur,5
Maruti,Maruti Swift,Vdi BSIII,Diesel,Hatchback,Manual,1st Owner,1,155000,2010,2011,1248.0,17.8,75.0,190.0,Metallic Azure Grey,In-Line Engine,5 Speed,,Power,158.0,13.75,200000.0,Jaipur,15
Honda,Honda Mobilio,V Option i-VTEC,Petrol,MUV,Manual,1st Owner,1,85017,2015,2015,1497.0,17.3,117.3,145.0,Tafeta White,i-VTEC Engine,5 Speed,FWD,Power,160.0,14.350000000000001,450000.0,Jaipur,10
Hyundai,Hyundai i10,Era,Petrol,Hatchback,Manual,1st Owner,1,86719,2009,2009,1086.0,19.81,68.05,99.04,Red,IRDE2 Engine,5 Speed,FWD,Power,165.0,14.3,150000.0,Jaipur,16
Hyundai,Hyundai Santro Xing,XL,Petrol,Hatchback,Manual,3rd Owner,3,85254,2006,2006,1086.0,19.255853130413264,105.1988179082922,177.82437958839813,White,,,,Power,170.0,12.9,55000.0,Jaipur,18
Tata,Tata Manza,ELAN Quadrajet BS III,Diesel,Sedan,Manual,2nd Owner,2,106311,2012,2012,1248.0,19.0,90.0,200.0,White,Diesel Engine,5 Speed,,Power,170.0,12.9,244000.0,Jaipur,13
Honda,Honda Brio,1.2 S Option MT,Petrol,Hatchback,Manual,1st Owner,1,66328,2018,2018,1198.0,18.5,86.8,109.0,White,i-VTEC Engine,5 Speed,FWD,Power,154.5,14.350000000000001,350000.0,Jaipur,7
Honda,Honda City,1.3 EXI,Petrol,Sedan,Manual,1st Owner,1,132528,2006,2006,1343.0,13.0,90.0,11.3,Green,In-Line Engine,5 Speed,FWD,Power,170.0,12.9,100000.0,Jaipur,18
Jaguar,Jaguar XF,2.0 Diesel Prestige,Diesel,Sedan,Automatic,1st Owner,1,62285,2019,2019,1949.5,19.33,177.0,372.5,Red,Diesel Engine,8 Speed,RWD,Power,182.5,11.549999999999997,3100000.0,Jaipur,6
Hyundai,Hyundai i20,1.4 CRDi Magna,Diesel,Hatchback,Manual,1st Owner,1,155000,2011,2011,1396.0,21.9,90.0,22.4,White,Diesel,5-Speed,,Power,170.0,12.9,179000.0,Jaipur,14
Mahindra,Mahindra Bolero Power Plus,ZLX,Diesel,SUV,Manual,1st Owner,1,27019,2019,2019,1493.0,16.5,70.0,195.0,Diamond White,mHAWK D70 Diesel Engine,5 Speed,RWD,Power,154.5,14.350000000000001,900000.0,Jaipur,6
Hyundai,Hyundai i10,Magna,Petrol,Hatchback,Manual,1st Owner,1,46848,2011,2011,1197.0,20.36,78.9,111.7,Grey,Kappa Petrol Engine,5 Speed,FWD,Power,170.0,12.9,190000.0,Jaipur,14
Renault,Renault Kiger,RXT Turbo,Petrol,SUV,Manual,1st Owner,1,16424,2021,2022,999.0,20.5,98.63,160.0,Moonlight Silver,1.0 L Turbocharged,5 Speed,FWD,Electric,170.0,12.9,547000.0,Jaipur,4
Maruti,Maruti Ciaz,VXi Plus,Petrol,Sedan,Manual,2nd Owner,2,89525,2015,2016,1373.0,20.73,91.1,130.0,White,k14B VVT Engine,5 Speed,FWD,Power,182.5,14.0,509999.99999999994,Jaipur,10
Hyundai,Hyundai Creta,SX Diesel AT BSVI,Diesel,SUV,Automatic,1st Owner,1,39657,2020,2020,1493.0,18.5,113.42,250.0,White,1.5L CRDi Diesel,6-Speed,FWD,Power,170.0,12.9,1650000.0,Jaipur,5
Skoda,Skoda Kushaq,1.0 TSI Active BSVI,Petrol,SUV,Manual,1st Owner,1,44516,2021,2021,999.0,19.2,113.98,178.0,Red,1.0 TSI Petrol Engine,6-speed,FWD,Electric,170.0,12.9,1000000.0,Jaipur,4
Maruti,Maruti Swift Dzire,VDI,Diesel,Sedan,Manual,1st Owner,1,129267,2016,2016,1248.0,26.59,74.0,190.0,White,DDiS Diesel Engine,5 Speed,FWD,Power,169.0,13.8,580000.0,Jaipur,9
Hyundai,Hyundai EON,Magna Plus Option,Petrol,Hatchback,Manual,1st Owner,1,77497,2017,2017,814.0,21.1,55.2,74.5,Polar White,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,250000.0,Jaipur,8
Maruti,Maruti Swift,VDI BSIV,Diesel,Hatchback,Manual,4th Owner,3,74953,2015,2015,1248.0,25.2,74.0,190.0,White,DDiS Diesel Engine,5 Speed,FWD,Power,155.0,14.350000000000001,310000.0,Jaipur,10
Maruti,Maruti Ciaz,VDi Plus SHVS,Diesel,Sedan,Manual,2nd Owner,2,153007,2016,2016,1248.0,27.984999999999992,88.5,200.0,Brown,DDIS 200 Engine,5 Speed,FWD,Power,182.5,14.350000000000001,400000.0,Jaipur,9
Maruti,Maruti Alto,LXi BSIII,Petrol,Hatchback,Manual,2nd Owner,2,75415,2008,2008,796.0,19.7,46.3,62.0,Red,In-Line Engine,5 Speed,FWD,Power,154.5,14.350000000000001,94723.0,Jaipur,17
Maruti,Maruti Ertiga,VXI,Petrol,MUV,Manual,1st Owner,1,32516,2022,2022,1462.0,20.51,101.65,136.8,Grey,K15C Smart Hybrid,5-Speed,2WD,,170.0,12.9,602000.0,Jaipur,3
Hyundai,Hyundai Santro Xing,XP,Petrol,Hatchback,Manual,2nd Owner,2,110833,2006,2006,1086.0,19.255853130413264,105.1988179082922,177.82437958839813,White,,,,Power,170.0,12.9,70000.0,Jaipur,18
Kia,Kia Sonet,HTK Plus BSVI,Petrol,SUV,Manual,1st Owner,1,49972,2022,2022,1197.0,18.4,81.86,115.0,Aurora Black Pearl,SMARTSTREAM G1.2,5-Speed,FWD,Electric,170.0,12.9,900000.0,Jaipur,3
Maruti,Maruti Alto,LX BSIII,Petrol,Hatchback,Manual,1st Owner,1,155000,2006,2006,796.0,19.7,46.3,62.0,Silver,In-Line Engine,5 Speed,2WD,Manual,154.5,14.350000000000001,54000.0,Jaipur,18
Maruti,Maruti Alto,LXi,Petrol,Hatchback,Manual,3rd Owner,3,72434,2011,2011,796.0,19.7,46.3,62.0,Fire Brick Red,In-Line Engine,5 Speed,FWD,Power,154.5,14.350000000000001,110000.00000000001,Jaipur,14
Ford,Ford Aspire,1.2 Ti-VCT Trend,Petrol,Sedan,Manual,3rd Owner,3,34185,2015,2015,1196.0,18.16,86.8,112.0,Red,Ti-VCT Petrol Engine,5 Speed,FWD,Power,157.0,14.350000000000001,300000.0,Jaipur,10
Nissan,Nissan Magnite,XE BSVI,Petrol,SUV,Manual,2nd Owner,2,29336,2021,2021,999.0,18.75,71.02,96.0,White,B4D 1.0 NA PETROL,5 Speed,,Electronic,170.0,14.350000000000001,417000.0,Jaipur,4
Hyundai,Hyundai Grand i10,Magna,Petrol,Hatchback,Manual,1st Owner,1,71501,2015,2015,1197.0,18.9,82.0,114.0,StarDust, Kappa VTVT Petrol Engine,5 Speed,FWD,Power,165.0,12.9,325000.0,Jaipur,10
Kia,Kia Seltos,GTX Plus,Petrol,SUV,Manual,1st Owner,1,68279,2019,2019,1353.0,16.5,138.08,242.0,Glacier White Pearl,Smartstream G1.4,6-Speed,FWD,Electric,170.0,12.9,1200000.0,Jaipur,6
Maruti,Maruti Swift Dzire,LDI,Diesel,Sedan,Manual,2nd Owner,2,99761,2012,2012,1248.0,23.4,74.0,190.0,White,DDiS Diesel Engine,5 Speed,FWD,Power,162.0,14.350000000000001,211000.0,Jaipur,13
Kia,Kia Seltos,GTX Plus DCT,Petrol,SUV,Automatic,1st Owner,1,46865,2021,2021,1353.0,16.5,138.08,242.0,Glacier White Pearl,Smartstream G1.4,7-Speed DCT,FWD,Electric,170.0,12.9,1450000.0,Jaipur,4
Hyundai,Hyundai Grand i10,CRDi Sportz,Diesel,Hatchback,Manual,1st Owner,1,155000,2014,2014,1120.0,24.0,70.0,160.0,StarDust,U2 CRDi  Diesel Engine,5 Speed,FWD,Power,157.0,14.350000000000001,270000.0,Jaipur,11
Hyundai,Hyundai i20,Sportz 1.4 CRDi,Diesel,Hatchback,Manual,1st Owner,1,94905,2014,2014,1396.0,21.9,88.76,219.6,White,U2 CRDI Diesel Engine,6 Speed,FWD,Power,170.0,12.9,300000.0,Jaipur,11
Honda,Honda City,i DTEC V,Diesel,Sedan,Manual,2nd Owner,2,80607,2014,2014,1498.0,26.0,98.6,200.0,Urban Titanium Metallic,i DTEC Diesel Engine ,6 Speed ,FWD,Power,182.5,11.549999999999997,442000.0,Jaipur,11
Maruti,Maruti Swift,AMT VXI,Petrol,Hatchback,Automatic,2nd Owner,2,33055,2020,2021,1197.0,21.21,81.8,113.0,Pearl Arctic White,VTVT Engine,5,FWD,Electric,170.0,12.71,508000.0,Jaipur,5
Mahindra,Mahindra XUV500,W8 FWD,Diesel,SUV,Manual,2nd Owner,2,91873,2012,2012,1949.5,15.1,140.0,330.0,White,mHawk Diesel Engine,6 Speed ,AWD,Power,175.0,12.5,400000.0,Jaipur,13
Chevrolet,Chevrolet Optra,1.6 LS BS3,Petrol,Sedan,Manual,1st Owner,1,72117,2007,2008,1598.0,12.9,102.5,148.0,Cashmere,In-Line Engine,5 Speed,FWD,Power,175.0,12.5,62000.0,Jaipur,18
Mahindra,Mahindra XUV500,W8 2WD,Diesel,SUV,Manual,1st Owner,1,155000,2012,2012,1949.5,15.1,140.0,330.0,White,mHawk Diesel Engine,6 Speed,FWD,Power,175.0,12.5,415000.00000000006,Jaipur,13
Maruti,Maruti Vitara Brezza,ZDi Plus,Diesel,SUV,Manual,1st Owner,1,68280,2018,2018,1248.0,24.3,88.5,200.0,Pearl Arctic White,DDiS 200 Diesel Engine,5 Speed,FWD,Power,172.0,12.36,755000.0,Jaipur,7
Maruti,Maruti Alto K10,VXI,Petrol,Hatchback,Manual,1st Owner,1,47008,2018,2018,998.0,23.95,67.05,90.0,White,K Series Petrol Engine,5 Speed,FWD,Power,154.5,13.3,340000.0,Jaipur,7
Hyundai,Hyundai Verna,CRDi 1.6 SX Option,Diesel,Sedan,Manual,1st Owner,1,104782,2018,2018,1582.0,22.0,126.2,259.87,Polar White,U2 VGT Diesel Engine,6 Speed,FWD,Power,170.0,12.9,900000.0,Jaipur,7
Maruti,Maruti Ertiga,BSIV VXI AT,Petrol,MUV,Automatic,2nd Owner,2,107598,2017,2017,1373.0,17.03,91.1,130.0,Superior white,K14B Petrol Engine,4 Speed,FWD,Power,164.0,13.0,381000.0,Jaipur,8
Hyundai,Hyundai Creta,1.4 S,Diesel,SUV,Manual,1st Owner,1,90150,2019,2019,1396.0,22.1,88.7,219.7,Polar White,U2 CRDI Engine,6 Speed,FWD,Power,170.0,12.9,950000.0,Jaipur,6
Maruti,Maruti Ciaz,VDi Plus SHVS,Diesel,Sedan,Manual,2nd Owner,2,77074,2016,2016,1248.0,27.984999999999992,88.5,200.0,Pearl Snow White,DDIS 200 Engine,5 Speed,FWD,Power,182.5,14.350000000000001,500000.0,Jaipur,9
Honda,Honda Amaze,VX CVT BSVI,Petrol,Sedan,Automatic,1st Owner,1,32293,2021,2021,1199.0,18.3,88.5,110.0,PLATINUM WHITE PEARL,i-VTEC,CVT,,Electric,170.0,12.9,731000.0,Jaipur,4
Jeep,Jeep Compass,1.4 Limited Plus BSIV,Petrol,SUV,Automatic,1st Owner,1,69510,2018,2018,1368.0,16.0,160.77,250.0,Black,1.4-Litre 4-Cyl Multiair Engine,7 Speed,4X2,Power,182.5,11.549999999999997,1200000.0,Jaipur,7
Jeep,Jeep Compass,2.0 Sport,Diesel,SUV,Manual,1st Owner,1,131511,2018,2018,1949.5,17.1,170.0,350.0,Minimal Grey,2.0-Litre 4-Cyl Multijet II Engine,6 Speed,4X2,power,170.0,12.9,1000000.0,Jaipur,7
Maruti,Maruti Swift,VDI,Diesel,Hatchback,Manual,2nd Owner,2,145716,2012,2012,1248.0,22.9,74.0,190.0,White,DDiS Diesel Engine,5 Speed,FWD,Power,158.0,13.75,300000.0,Jaipur,13
Maruti,Maruti Ciaz,1.4 Alpha,Petrol,Sedan,Manual,1st Owner,1,38943,2017,2017,1373.0,20.73,91.1,130.0,Metallic Glistening Grey,k14B VVT Engine,5 Speed,FWD,Power,182.5,14.0,607000.0,Jaipur,8
Maruti,Maruti Zen,LXI,Petrol,Hatchback,Manual,2nd Owner,2,96598,2006,2006,993.0,17.3,60.0,78.0,Silver,In-Line Engine,5 Speed,,Power,154.5,14.350000000000001,69000.0,Jaipur,18
Hyundai,Hyundai Creta,SX Opt IVT BSVI,Petrol,SUV,Automatic,1st Owner,1,28807,2021,2021,1497.0,19.255853130413264,113.18,143.8,Phantom Black,1.5 L MPi Petrol,6-speed IVT,,Power,170.0,12.9,1600000.0,Jaipur,4
BMW,BMW 5 Series,525d,Diesel,Sedan,Automatic,1st Owner,1,107000,2012,2012,1949.5,16.73,177.54999999999998,372.5,White,In-Line Engine,8 Speed Sport,,Power,182.5,11.549999999999997,1275000.0,Jaipur,13
Land Rover,Land Rover Range Rover Evoque,HSE,Diesel,SUV,Automatic,2nd Owner,2,79331,2016,2017,1949.5,12.7,177.54999999999998,372.5,White,SD4 Diesel Engine,9 Speed,4WD,Power,182.5,11.549999999999997,3675000.0,Jaipur,9
Kia,Kia Sonet,HTK Plus Diesel iMT BSVI,Diesel,SUV,Manual,1st Owner,1,49503,2020,2020,1493.0,19.255853130413264,98.63,240.0,Grey,1.5 L CRDi WGT,6-Speed,FWD,Electric,170.0,12.9,994999.9999999999,Jaipur,5
Toyota,Toyota Innova,2.5 EV (Diesel) PS 7 Seater BS IV,Diesel,MUV,Manual,1st Owner,1,137029,2014,2014,1949.5,12.99,100.57,200.0,Silver,2KD-FTV Diesel Engine,5 Speed,RWD,Power,154.5,14.350000000000001,1350000.0,Jaipur,11
Jeep,Jeep Compass,1.4 Limited Option,Petrol,SUV,Automatic,1st Owner,1,34576,2018,2018,1368.0,16.0,160.0,250.0,Black,1.4-Litre 4-Cyl Multiair Engine,7 Speed,4X2,Power,182.5,11.549999999999997,1490000.0,Jaipur,7
Mahindra,Mahindra TUV 300,T8,Diesel,SUV,Manual,1st Owner,1,40220,2016,2016,1493.0,18.49,100.0,240.0,Red,mHawk 100 Diesel Engine,5 Speed,RWD,Power,156.0,13.9,750000.0,Jaipur,9
Maruti,Maruti Baleno,Delta Diesel,Diesel,Hatchback,Manual,1st Owner,1,83083,2018,2018,1248.0,27.39,74.0,190.0,Blue,DDiS Diesel Engine,5 Speed,FWD,Power,170.0,12.93,675000.0,Jaipur,7
Toyota,Toyota Fortuner,3.0 Diesel,Diesel,SUV,Manual,1st Owner,1,139208,2010,2010,1949.5,11.5,171.0,343.0,White,4 Cylinders In-line,5 Speed,4WD,Power,176.0,11.549999999999997,1050000.0,Jaipur,15
Maruti,Maruti Alto K10,STD,Petrol,Hatchback,Manual,1st Owner,1,40000,2023,2023,998.0,24.39,65.71,89.0,Others,K10C,5 Speed,,,170.0,12.9,276000.0,Jaipur,2
Maruti,Maruti Wagon R,VXI BS IV,Petrol,Hatchback,Manual,1st Owner,1,50000,2016,2016,998.0,20.51,67.04,90.0,Others,K10B Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,182000.0,Jaipur,9
Maruti,Maruti Esteem,Lxi - BSIII,Petrol,Sedan,Manual,1st Owner,1,60000,2006,2006,1298.0,15.9,85.0,110.0,Others,In-Line Engine,5 Speed,,Power,164.0,13.1,50000.0,Jaipur,18
Renault,Renault Triber,RXT BSVI,Petrol,MUV,Manual,1st Owner,1,50000,2023,2023,999.0,20.0,71.01,96.0,Others,,5 Speed,,Electric,170.0,12.9,600000.0,Jaipur,2
Hyundai,Hyundai EON,Era,Petrol,Hatchback,Manual,1st Owner,1,100000,2011,2011,814.0,21.1,55.2,74.5,Others,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,130000.0,Jaipur,14
Hyundai,Hyundai EON,Era,Petrol,Hatchback,Manual,1st Owner,1,120000,2012,2012,814.0,21.1,55.2,74.5,Others,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,130000.0,Jaipur,13
Ford,Ford Figo,Petrol LXI,Petrol,Hatchback,Manual,2nd Owner,2,70000,2011,2011,1196.0,15.6,70.0,102.0,Others,Petrol Engine,5 Speed,Front Wheel Drive,Power,154.5,14.350000000000001,110000.00000000001,Jaipur,14
Maruti,Maruti Zen Estilo,VXI BSIII,Petrol,Hatchback,Manual,2nd Owner,2,50000,2008,2008,998.0,18.2,67.1,90.0,Others,K Series Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,55000.0,Jaipur,17
Hyundai,Hyundai EON,Era,Petrol,Hatchback,Manual,1st Owner,1,120000,2011,2011,814.0,21.1,55.2,74.5,Others,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,130000.0,Jaipur,14
Nissan,Nissan Magnite,XE BSVI,Petrol,SUV,Manual,1st Owner,1,20000,2022,2022,999.0,18.75,71.02,96.0,Others,B4D 1.0 NA PETROL,5 Speed,,Electronic,170.0,14.350000000000001,650000.0,Jaipur,3
Renault,Renault KWID,RXT,Petrol,Hatchback,Manual,1st Owner,1,40000,2016,2016,799.0,25.17,53.3,72.0,Others,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,250000.0,Jaipur,9
Maruti,Maruti A-Star,Vxi,Petrol,Hatchback,Manual,1st Owner,1,100000,2010,2010,998.0,19.0,66.1,90.0,Others,K Series Petrol Engine,5 Speed,FWD,Power,170.0,12.9,110000.00000000001,Jaipur,15
Nissan,Nissan Magnite,Turbo XL BSVI,Petrol,SUV,Manual,1st Owner,1,10000,2021,2021,999.0,20.0,98.63,160.0,Others,HRA0 1.0 TURBO PETROL,5 Speed,,Electronic,170.0,11.7,730000.0,Jaipur,4
Maruti,Maruti Alto,Green Std BSIV,Cng,Hatchback,Manual,1st Owner,1,60000,2012,2012,796.0,26.83,38.4,54.0,Others,In Line Engine,Five Speed Manual Transmission,Two Wheel Drive,Power,154.5,14.350000000000001,130000.0,Jaipur,13
Maruti,Maruti Alto 800,LXI,Petrol,Hatchback,Manual,1st Owner,1,20000,2021,2021,796.0,22.05,47.33,69.0,Others,F8D Petrol Engine,5 Speed,,,170.0,12.9,330000.0,Jaipur,4
Maruti,Maruti Swift Dzire,VXI 1.2,Petrol,Sedan,Manual,1st Owner,1,30000,2020,2020,1197.0,21.21,81.8,113.0,Others,K Series VVT Engine,5 Speed,FWD,Power,170.0,12.6,600000.0,Jaipur,5
