brand,model,variant,fuel_type,body_type,transmission,owner_type,owner_number,kms_driven,model_year,registration_year,engine_displacement,mileage,max_power,torque,color,engine_type,gear_box,drive_type,steering_type,top_speed,acceleration,price,City,car_age
Maruti,Maruti Wagon R,CNG LXI BSIV,Cng,Hatchback,Manual,1st Owner,1,69821,2019,2020,998.0,27.984999999999992,67.04,90.0,White,K10B Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,503000.0,Delhi,6
Tata,Tata Altroz,XZ Plus Turbo BSVI,Petrol,Hatchback,Manual,1st Owner,1,12754,2021,2022,1199.0,18.05,108.48,140.0,Red,1.2 l i-Turbo,5-Speed,,Electric,170.0,12.9,861999.9999999999,Delhi,4
Toyota,Toyota Corolla Altis,1.8 GL,Petrol,Sedan,Manual,1st Owner,1,69000,2017,2017,1798.0,14.28,138.03,173.0,White,2ZR-FE Petrol Engine,6 Speed,FWD,Power,182.5,11.549999999999997,880000.0000000001,Delhi,8
Maruti,Maruti Wagon R,VXI BS IV,Petrol,Hatchback,Manual,1st Owner,1,98390,2014,2014,998.0,20.51,67.04,90.0,Others,K10B Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,272000.0,Delhi,11
Maruti,Maruti Ciaz,AT ZXi Plus,Petrol,Sedan,Automatic,1st Owner,1,84195,2016,2016,1373.0,19.12,91.1,130.0,Brown,k14B VVT Engine,4 Speed,FWD,Power,182.5,14.0,627000.0,Delhi,9
Mercedes-Benz,Mercedes-Benz CLA,Urban Sport 200,Petrol,Sedan,Automatic,1st Owner,1,17000,2018,2018,1949.5,15.04,177.54999999999998,300.0,Red,In Line Petrol Engine,7 Speed,FWD,Power,182.5,11.549999999999997,2850000.0,Delhi,7
Maruti,Maruti Ignis,1.2 Zeta BSIV,Petrol,Hatchback,Manual,1st Owner,1,77184,2017,2017,1197.0,20.89,81.8,113.0,Silver,1.2-Litre VVT Petrol Engine,5 Speed,FWD,Electrical,170.0,12.9,428000.0,Delhi,8
Tata,Tata Manza,Aura (ABS) Safire BS IV,Petrol,Sedan,Manual,1st Owner,1,40000,2012,2012,1368.0,13.7,88.8,116.0,Others,"4 Cylinder, MPFI, Petrol ",5 Speed,FWD,Power,170.0,12.9,175000.0,Delhi,13
Hyundai,Hyundai Grand i10,1.2 Kappa Magna BSIV,Petrol,Hatchback,Manual,1st Owner,1,82848,2017,2017,1197.0,18.9,81.86,113.75,Silver,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,165.0,12.9,413999.99999999994,Delhi,8
Tata,Tata Tiago,XZA Plus,Petrol,Hatchback,Automatic,1st Owner,1,30000,2019,2019,1199.0,23.84,83.83,114.0,Gray,Revotron Engine,5 Speed,FWD,Power,154.5,12.9,509999.99999999994,Delhi,6
Honda,Honda Jazz,1.2 V i VTEC,Petrol,Hatchback,Manual,1st Owner,1,50000,2016,2016,1199.0,18.7,88.7,110.0,Others,i-VTEC Petrol Engine,5 Speed,FWD,Power,172.0,13.7,550000.0,Delhi,9
Toyota,Toyota Innova Crysta,2.4 GX 7 STR AT,Diesel,MUV,Automatic,1st Owner,1,40000,2022,2022,1949.5,12.0,148.0,360.0,Others,2.4L Diesel Engine,6 Speed,RWD,Power,170.0,12.9,2341000.0,Delhi,3
Maruti,Maruti Alto K10,LXI,Petrol,Hatchback,Manual,1st Owner,1,70000,2013,2013,998.0,20.92,67.1,90.0,Others,K Series Petrol Engine,5 Speed,FWD,Power,170.0,13.3,170000.0,Delhi,12
Maruti,Maruti Baleno,Delta,Petrol,Hatchback,Manual,1st Owner,1,47688,2017,2017,1197.0,21.01,81.8,113.0,White,1.2L VVT Engine,5 Speed,FWD,Electric,170.0,12.36,450000.0,Delhi,8
Toyota,Toyota Corolla Altis,1.8 J,Petrol,Sedan,Manual,3rd Owner,3,100000,2009,2009,1798.0,14.53,138.0,173.0,White,2ZR-FE Gasoline 4Cylinder,6 Speed,FWD,Power,182.5,11.549999999999997,110000.00000000001,Delhi,16
Nissan,Nissan Micra,Diesel XE,Diesel,Hatchback,Manual,2nd Owner,2,90000,2014,2014,1461.0,23.08,63.1,160.0,White,In-Line Diesel Engine,5 Speed ,FWD,Power,160.0,14.0,200000.0,Delhi,11
Maruti,Maruti Wagon R,LX BSII,Petrol,Hatchback,Manual,1st Owner,1,40000,2006,2006,998.0,18.9,67.1,90.0,Blue,K Series Petrol Engine,5 Speed,FWD,Power,170.0,12.9,33000.0,Delhi,18
Mahindra,Mahindra KUV 100 NXT,G80 K2,Petrol,Hatchback,Manual,2nd Owner,2,40000,2018,2018,1198.0,18.15,82.0,115.0,Others,mFALCON G80 Engine,5 Speed,FWD,Power,160.0,14.350000000000001,350000.0,Delhi,7
Renault,Renault Duster,85PS Diesel RxE,Diesel,SUV,Manual,1st Owner,1,50000,2016,2016,1461.0,19.87,83.8,200.0,White,dCi THP Diesel Engine,5 speed,FWD,Power,156.0,13.9,409999.99999999994,Delhi,9
Toyota,Toyota Corolla Altis,G,Petrol,Sedan,Manual,2nd Owner,2,30000,2012,2012,1798.0,14.53,138.1,173.0,Others,DOHC Dual VVT-i Petrol En,6 Speed ,FWD,Power,182.5,11.549999999999997,500000.0,Delhi,13
Maruti,Maruti Baleno,1.2 CVT Zeta,Petrol,Hatchback,Automatic,2nd Owner,2,106711,2018,2018,1197.0,21.4,83.1,115.0,Silver,VVT Petrol Engine,CVT,FWD,Power,180.0,12.79,543000.0,Delhi,7
Hyundai,Hyundai i20,Sportz 1.2,Petrol,Hatchback,Manual,1st Owner,1,83741,2017,2017,1197.0,18.6,81.83,114.7,Others,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,13.2,513999.99999999994,Delhi,8
Audi,Audi Q5,2.0 TDI,Diesel,SUV,Automatic,1st Owner,1,50000,2014,2014,1949.5,14.16,174.3,372.5,Others,TDI Quattro Engine ,7 Speed,AWD,Power,182.5,11.549999999999997,1150000.0,Delhi,11
Volkswagen,Volkswagen Vento,1.5 TDI Highline,Diesel,Sedan,Manual,1st Owner,1,105792,2018,2018,1498.0,22.27,108.6,250.0,Silver,TDI Diesel Engine,5 Speed,FWD,Power,180.0,11.549999999999997,747000.0,Delhi,7
Maruti,Maruti Baleno,1.2 Zeta,Petrol,Hatchback,Manual,1st Owner,1,88750,2019,2019,1197.0,21.4,83.1,115.0,Silver,VVT Petrol Engine,5 Speed,FWD,Power,180.0,12.36,593000.0,Delhi,6
Mahindra,Mahindra XUV500,W8 FWD,Diesel,SUV,Manual,1st Owner,1,70000,2014,2014,1949.5,15.1,140.0,330.0,Others,mHawk Diesel Engine,6 Speed ,AWD,Power,175.0,12.5,900000.0,Delhi,11
Hyundai,Hyundai i20 Active,1.2 S,Petrol,Hatchback,Manual,1st Owner,1,89972,2018,2018,1197.0,17.19,81.86,114.73,Others,VTVT Petrol Engine,5 Speed,FWD,Power,160.0,14.0,539000.0,Delhi,7
Volkswagen,Volkswagen Vento,Petrol Comfortline,Petrol,Sedan,Manual,1st Owner,1,50000,2014,2014,1598.0,15.04,103.6,153.0,Others,In Line Petrol Engine,5 Speed,FWD,Power,182.5,12.9,335000.0,Delhi,11
Honda,Honda Jazz,VX,Petrol,Hatchback,Manual,2nd Owner,2,36785,2019,2019,1199.0,18.2,88.7,110.0,Brown,i-VTEC Petrol Engine,5 Speed,FWD,Power,172.0,13.7,594000.0,Delhi,6
Hyundai,Hyundai Verna,VTVT 1.4 EX,Petrol,Sedan,Manual,1st Owner,1,48000,2019,2019,1368.0,19.1,98.6,132.38,White,Kappa Dual VTVT Petrol Engine,6 Speed,FWD,Power,170.0,11.549999999999997,910000.0,Delhi,6
Mahindra,Mahindra XUV700,AX5 7 Str BSVI,Petrol,SUV,Manual,1st Owner,1,20000,2021,2021,1949.5,19.255853130413264,177.54999999999998,372.5,Silver,2.0L Turbo Petrol,6-speed,FWD,Power,170.0,12.9,1925000.0,Delhi,4
Mercedes-Benz,Mercedes-Benz C-Class,C 200 BSVI,Petrol,Sedan,Automatic,1st Owner,1,7000,2023,2023,1496.0,16.9,177.54999999999998,300.0,White,OM654M,9G TRONIC,,,182.5,11.549999999999997,6000000.0,Delhi,2
Renault,Renault Triber,RXZ EASY-R AMT BSVI,Petrol,MUV,Automatic,1st Owner,1,50000,2021,2021,999.0,18.2,71.01,96.0,Others,,5 Speed,,Electric,170.0,12.9,760000.0,Delhi,4
Maruti,Maruti Vitara Brezza,VDi,Diesel,SUV,Manual,1st Owner,1,40000,2016,2016,1248.0,24.3,88.5,200.0,Others,DDiS 200 Diesel Engine,5 Speed,FWD,Power,172.0,12.36,490000.00000000006,Delhi,9
Hyundai,Hyundai i20,1.2 Spotz,Petrol,Hatchback,Manual,1st Owner,1,59000,2017,2017,1197.0,18.6,81.83,114.7,White,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,13.2,521000.0,Delhi,8
Jeep,Jeep Compass,1.4 Limited Option,Petrol,SUV,Automatic,1st Owner,1,70000,2019,2019,1368.0,16.0,160.0,250.0,Others,1.4-Litre 4-Cyl Multiair Engine,7 Speed,4X2,Power,182.5,11.549999999999997,1400000.0,Delhi,6
Kia,Kia Seltos,HTK Plus D,Diesel,SUV,Manual,1st Owner,1,110000,2019,2019,1493.0,20.8,113.43,250.0,Others,1.5 L CRDi VGT,6-Speed,FWD,Electric,170.0,12.9,900000.0,Delhi,6
Mahindra,Mahindra Scorpio,S10 7 Seater,Diesel,SUV,Manual,1st Owner,1,100000,2015,2015,1949.5,15.4,120.0,280.0,Others,mHawk Diesel Engine,5 Speed,RWD,Power,154.5,14.350000000000001,950000.0,Delhi,10
Mercedes-Benz,Mercedes-Benz GLS,350d 4MATIC,Diesel,SUV,Automatic,2nd Owner,2,30000,2017,2017,1949.5,11.0,177.54999999999998,372.5,Silver,V-Type Engine,9 Speed,AWD,Power,182.5,11.549999999999997,5500000.0,Delhi,8
Skoda,Skoda Rapid,1.0 TSI Ambition,Petrol,Sedan,Manual,1st Owner,1,48000,2020,2020,999.0,18.97,108.62,175.0,White,1.0L TSI Petrol,6 Speed,FWD,Power,170.0,12.9,765000.0,Delhi,5
Hyundai,Hyundai Xcent,1.2 VTVT SX Option,Petrol,Sedan,Manual,1st Owner,1,22424,2017,2017,1197.0,20.14,81.86,113.75,Silver,1.2L Kappa Dual VTVT Petrol,5 Speed,FWD,Power,172.0,12.9,555000.0,Delhi,8
Hyundai,Hyundai Xcent,1.2 VTVT SX,Petrol,Sedan,Manual,1st Owner,1,58147,2017,2017,1197.0,20.14,81.86,113.75,Red,1.2L Kappa Dual VTVT Petrol,5 Speed,FWD,Power,172.0,12.9,476999.99999999994,Delhi,8
Hyundai,Hyundai Grand i10,Magna,Petrol,Hatchback,Manual,1st Owner,1,67000,2015,2015,1197.0,18.9,81.86,113.75,Grey,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,12.9,341000.0,Delhi,10
Maruti,Maruti Celerio,VXI Optional AMT BSIV,Petrol,Hatchback,Automatic,1st Owner,1,112479,2019,2020,998.0,23.1,67.04,90.0,Others,K10B Engine,5 Speed,FWD,Power,154.5,14.350000000000001,476000.0,Delhi,6
Maruti,Maruti Swift Dzire,AMT VXI,Petrol,Sedan,Automatic,1st Owner,1,25494,2018,2018,1197.0,21.21,81.8,113.0,Brown,K Series VVT Engine,5 Speed,FWD,Power,170.0,12.6,611000.0,Delhi,7
Hyundai,Hyundai Creta,1.6 CRDi AT SX Plus,Diesel,SUV,Automatic,2nd Owner,2,78000,2016,2016,1582.0,17.01,126.2,259.9,White,U2 CRDI VGT Engine,6 Speed,FWD,Power,182.5,11.549999999999997,790000.0,Delhi,9
Hyundai,Hyundai i20,Asta Option 1.2,Petrol,Hatchback,Manual,2nd Owner,2,51276,2016,2016,1197.0,18.6,81.83,114.7,White,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,13.2,513000.0,Delhi,9
Hyundai,Hyundai Creta,1.6 CRDi SX,Diesel,SUV,Manual,1st Owner,1,85000,2017,2017,1582.0,19.67,126.2,259.9,White,U2 CRDI VGT Engine,6 Speed,FWD,Power,182.5,11.549999999999997,825000.0,Delhi,8
Honda,Honda Jazz,1.2 VX i VTEC,Petrol,Hatchback,Manual,2nd Owner,2,75402,2018,2018,1199.0,18.7,88.7,110.0,Brown,i-VTEC Petrol Engine,5 Speed,FWD,Power,172.0,13.7,584000.0,Delhi,7
Toyota,Toyota Corolla Altis,GL MT,Petrol,Sedan,Manual,1st Owner,1,109000,2014,2014,1798.0,14.28,138.03,173.0,White,2ZR-FE Petrol Engine,6 Speed,FWD,Power,182.5,11.549999999999997,665000.0,Delhi,11
BMW,BMW 5 Series,530i M Sport,Petrol,Sedan,Automatic,1st Owner,1,14500,2021,2021,1949.5,15.01,177.54999999999998,350.0,White,TwinPower Turbo Inline 4 Cylinder Engine,8-Speed Steptronic,RWD,Power,182.5,11.549999999999997,6350000.0,Delhi,4
Audi,Audi Q7,45 TDI Quattro Technology,Diesel,SUV,Automatic,2nd Owner,2,76000,2017,2017,1949.5,14.75,177.54999999999998,372.5,Blue,V-Type Diesel Engine,8 Speed,AWD,Power,182.5,11.549999999999997,4600000.0,Delhi,8
Honda,Honda Amaze,S Option i-VTEC,Petrol,Sedan,Manual,1st Owner,1,34000,2017,2017,1198.0,17.8,86.7,109.0,Brown,i-VTEC Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,475000.0,Delhi,8
Hyundai,Hyundai Xcent,1.2 Kappa SX Option,Petrol,Sedan,Manual,2nd Owner,2,80000,2015,2015,1197.0,19.1,82.0,114.0,Others,Kappa VTVT Petrol Engine,5 Speed ,FWD ,Power,172.0,14.2,330000.0,Delhi,10
Honda,Honda Amaze,V CVT Diesel BSIV,Diesel,Sedan,Automatic,1st Owner,1,60000,2018,2018,1498.0,23.8,78.9,160.0,Others,i-DTEC Diesel Engine,5 Speed,FWD,Power,154.5,11.549999999999997,635000.0,Delhi,7
Nissan,Nissan Terrano,XV 110 PS,Diesel,SUV,Manual,1st Owner,1,60000,2014,2014,1461.0,19.01,108.5,248.0,Silver,K9K Diesel Engine,6 Speed,FWD,Power,165.0,13.0,399000.0,Delhi,11
Maruti,Maruti Swift Dzire,VXI,Petrol,Sedan,Manual,2nd Owner,2,59000,2014,2014,1197.0,19.1,85.8,114.0,White,K Series VVT Engine,5 Speed,FWD,Power,169.0,12.6,420000.0,Delhi,11
Ford,Ford Ecosport,1.5 Diesel Trend,Diesel,SUV,Manual,1st Owner,1,99000,2016,2016,1498.0,21.7,98.96,215.0,White,TDCi Diesel Engine,5 Speed,FWD,Electric,170.0,12.9,459999.99999999994,Delhi,9
Jeep,Jeep Compass,1.4 Anniversary Edition DCT 2021-2022,Petrol,SUV,Automatic,1st Owner,1,17000,2021,2021,1368.0,14.1,160.77,250.0,White,1.4L MultiAir Petrol,7 Speed DCT,4x2,Power,170.0,12.9,2375000.0,Delhi,4
Maruti,Maruti Ciaz,Sigma BSIV,Petrol,Sedan,Manual,1st Owner,1,79982,2018,2018,1462.0,21.56,103.25,138.0,Blue,k15B VVT Engine,5 Speed,FWD,Power,170.0,12.9,720000.0,Delhi,7
Honda,Honda City,i VTEC CVT VX,Petrol,Sedan,Automatic,1st Owner,1,67047,2017,2017,1497.0,18.0,117.3,145.0,Silver,i VTEC Engine,5 Speed CVT,FWD,Power,182.5,11.549999999999997,846000.0000000001,Delhi,8
Volkswagen,Volkswagen Jetta,2.0L TDI Trendline,Diesel,Sedan,Manual,1st Owner,1,50000,2012,2012,1949.5,19.33,138.1,320.0,Others,Turbocharged Diesel Engin,6 Speed,FWD,Power,182.5,11.549999999999997,500000.0,Delhi,13
Maruti,Maruti Baleno,1.2 Delta,Petrol,Hatchback,Manual,1st Owner,1,85782,2017,2017,1197.0,21.4,83.1,115.0,Others,VVT Petrol Engine,5 Speed,FWD,Power,180.0,12.36,471000.0,Delhi,8
Maruti,Maruti Baleno,1.2 Delta,Petrol,Hatchback,Manual,1st Owner,1,99547,2016,2016,1197.0,21.4,83.1,115.0,Others,VVT Petrol Engine,5 Speed,FWD,Power,180.0,12.36,446000.0,Delhi,9
Renault,Renault KWID,Climber 1.0 AMT,Petrol,Hatchback,Automatic,1st Owner,1,30000,2018,2018,999.0,24.04,67.0,91.0,Brown,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,365000.0,Delhi,7
Maruti,Maruti Celerio,VXI,Petrol,Hatchback,Manual,1st Owner,1,69455,2017,2017,998.0,25.24,65.71,89.0,Others,K10C,5-Speed,,Electric,170.0,12.9,354000.0,Delhi,8
Volkswagen,Volkswagen Taigun,1.5 GT Plus Edge Matte DSG,Petrol,SUV,Automatic,1st Owner,1,14000,2022,2022,1498.0,17.88,147.51,250.0,White,1.5L TSI EVO with ACT,7-Speed DSG,,Electric,154.5,12.9,1650000.0,Delhi,3
Ford,Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,Petrol,SUV,Automatic,1st Owner,1,40738,2019,2019,1497.0,14.8,121.36,150.0,White,Ti-VCT Petrol Engine,6 Speed,FWD,Power,171.0,12.51,877999.9999999999,Delhi,6
Mercedes-Benz,Mercedes-Benz C-Class,200 Kompressor,Petrol,Sedan,Automatic,1st Owner,1,76000,2015,2015,1796.0,11.7,177.54999999999998,24.5,Silver,In-Line Engine,6 Speed,RWD,Power,182.5,11.549999999999997,1910000.0000000002,Delhi,10
Maruti,Maruti Swift,LXI,Petrol,Hatchback,Manual,1st Owner,1,30000,2020,2020,1197.0,21.21,81.8,113.0,Others,VTVT Engine,5,FWD,Electric,170.0,12.71,525000.0,Delhi,5
Ford,Ford Ecosport,1.5 Diesel Titanium Plus BSIV,Diesel,SUV,Manual,1st Owner,1,50000,2020,2020,1498.0,23.0,98.96,205.0,Others,TDCi Diesel Engine,5 Speed,FWD,Power,170.0,12.9,830000.0000000001,Delhi,5
Nissan,Nissan Sunny,XL,Petrol,Sedan,Manual,2nd Owner,2,90000,2012,2012,1498.0,16.95,97.7,134.0,Others,HR15 Petrol Engine,5 Speed,FWD,Power,170.0,12.9,200000.0,Delhi,13
Honda,Honda City,V CVT,Petrol,Sedan,Automatic,1st Owner,1,10700,2022,2022,1498.0,18.3,119.35,145.0,Brown,Water Cooled Inline i-VTEC DOHC with VTC,CVT,,Electric,170.0,12.9,1345000.0,Delhi,3
Honda,Honda City,V CVT,Petrol,Sedan,Automatic,1st Owner,1,10000,2022,2022,1498.0,18.3,119.35,145.0,Others,Water Cooled Inline i-VTEC DOHC with VTC,CVT,,Electric,170.0,12.9,1345000.0,Delhi,3
Maruti,Maruti Wagon R,LXI BS IV,Petrol,Hatchback,Manual,2nd Owner,2,80000,2017,2017,998.0,20.51,67.04,90.0,White,K10B Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,350000.0,Delhi,8
Audi,Audi Q7,45 TDI Quattro Technology,Diesel,SUV,Automatic,1st Owner,1,36000,2018,2018,1949.5,14.75,177.54999999999998,372.5,Black,V-Type Diesel Engine,8 Speed,AWD,Power,182.5,11.549999999999997,5495000.0,Delhi,7
Ford,Ford Endeavour,3.2 Titanium AT 4X4,Diesel,SUV,Automatic,1st Owner,1,70000,2018,2018,1949.5,10.91,177.54999999999998,372.5,Others,Diesel Engine,6 Speed,4WD,Power,160.0,11.549999999999997,2300000.0,Delhi,7
Toyota,Toyota Fortuner,4x2 AT,Diesel,SUV,Automatic,1st Owner,1,60000,2015,2015,1949.5,12.55,168.5,360.0,Silver,D-4D Diesel Engine,5 Speed ,FWD,Power,176.0,11.549999999999997,1600000.0,Delhi,10
Mercedes-Benz,Mercedes-Benz CLA,200 CGI Sport,Petrol,Sedan,Automatic,1st Owner,1,34000,2018,2018,1949.5,15.04,177.54999999999998,300.0,Silver,In Line Petrol Engine,7 Speed,FWD,Power,182.5,11.549999999999997,2890000.0,Delhi,7
Honda,Honda City,i VTEC VX,Petrol,Sedan,Manual,1st Owner,1,48430,2016,2016,1497.0,17.8,117.3,145.0,White,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,746000.0,Delhi,9
Ford,Ford Ecosport,1.5 Diesel Titanium BSIV,Diesel,SUV,Manual,1st Owner,1,93671,2018,2018,1498.0,23.0,98.96,205.0,Silver,TDCi Diesel Engine,5 Speed,FWD,Power,170.0,12.9,639000.0,Delhi,7
Toyota,Toyota Fortuner,4x2 AT TRD Sportivo,Diesel,SUV,Automatic,2nd Owner,2,100000,2015,2015,1949.5,12.55,168.7,360.0,White,D-4D Diesel Engine,5-Speed ,FWD,Power,170.0,12.9,1449000.0,Delhi,10
Maruti,Maruti Ciaz,Zeta Automatic BSIV,Petrol,Sedan,Automatic,2nd Owner,2,108665,2018,2018,1462.0,20.28,103.25,138.0,Black,k15B VVT Engine,4 Speed,FWD,Power,170.0,12.9,736000.0,Delhi,7
Tata,Tata Tiago,XZ Plus CNG BSVI,Cng,Hatchback,Manual,1st Owner,1,17447,2022,2022,1199.0,26.49,72.0,95.0,Silver,1.2 L i-CNG,5-Speed,,Electric,170.0,12.9,749000.0,Delhi,3
Mahindra,Mahindra XUV700,AX7 Diesel Luxury Pack BSVI,Diesel,SUV,Manual,1st Owner,1,19000,2022,2022,1949.5,19.255853130413264,177.54999999999998,372.5,White,2.2 L Turbo Diesel,6-Speed,FWD,Power,170.0,12.9,2750000.0,Delhi,3
Renault,Renault Duster,RXZ 110PS BSIV,Diesel,SUV,Manual,2nd Owner,2,100579,2019,2019,1461.0,19.87,108.5,245.0,Silver,,6-Speed,FWD,Power,170.0,12.9,693000.0,Delhi,6
Nissan,Nissan Micra,AT,Petrol,Hatchback,Automatic,1st Owner,1,80000,2013,2013,1198.0,19.34,76.0,104.0,Others,In Line Petrol Engine,5 Speed,FWD,Power,158.0,14.2,275000.0,Delhi,12
Hyundai,Hyundai Santro,Asta BSIV,Petrol,Hatchback,Manual,1st Owner,1,65039,2019,2019,1086.0,20.3,68.0,99.0,White,1.1 litre Petrol Engine,5 Speed,FWD,Power,170.0,12.9,475000.0,Delhi,6
Ford,Ford Endeavour,3.2 Titanium AT 4X4,Diesel,SUV,Automatic,1st Owner,1,60000,2017,2017,1949.5,10.91,177.54999999999998,372.5,Grey,Diesel Engine,6 Speed,4WD,Power,160.0,11.549999999999997,2300000.0,Delhi,8
Hyundai,Hyundai i10,Magna 1.1,Petrol,Hatchback,Manual,4th Owner,3,50000,2010,2010,1086.0,19.81,68.05,99.04,Others,IRDE2 Engine,5 Speed,FWD,Power,165.0,14.3,150000.0,Delhi,15
Honda,Honda City,i VTEC CVT VX,Petrol,Sedan,Automatic,1st Owner,1,65000,2015,2015,1497.0,18.0,117.3,145.0,Brown,i VTEC Engine,5 Speed CVT,FWD,Power,182.5,11.549999999999997,665000.0,Delhi,10
Hyundai,Hyundai i20,1.2 Sportz,Petrol,Hatchback,Manual,3rd Owner,3,84000,2011,2011,1197.0,17.0,80.0,11.4,White,In-Line Engine,5 Speed,FWD,Power,170.0,12.96,225000.0,Delhi,14
Toyota,Toyota Fortuner,2.7 2WD AT,Petrol,SUV,Automatic,1st Owner,1,35000,2021,2021,1949.5,10.425000000000006,163.7,245.0,Brown,Dual VVTi Petrol Engine,6 Speed,RWD,Power,170.0,12.9,3500000.0,Delhi,4
Maruti,Maruti Vitara Brezza,ZDi Plus,Diesel,SUV,Manual,1st Owner,1,80000,2018,2018,1248.0,24.3,88.5,200.0,Others,DDiS 200 Diesel Engine,5 Speed,FWD,Power,172.0,12.36,850000.0,Delhi,7
Toyota,Toyota Hyryder,V AWD BSVI,Petrol,SUV,Manual,1st Owner,1,16500,2023,2023,1462.0,19.39,101.64,136.8,White,1.5L K Series,5 Speed,AWD,Electric,170.0,12.9,1985000.0000000002,Delhi,2
Toyota,Toyota Fortuner,2.8 2WD MT BSIV,Diesel,SUV,Manual,2nd Owner,2,40000,2019,2019,1949.5,14.24,174.5,372.5,Black,1-GD FTV Engine,6 Speed,RWD,Power,170.0,12.9,3100000.0,Delhi,6
Honda,Honda City,i VTEC V,Petrol,Sedan,Manual,1st Owner,1,50500,2016,2016,1497.0,17.8,117.3,145.0,Green,i VTEC Engine,5 Speed,FWD,Power,182.5,11.549999999999997,550000.0,Delhi,9
Tata,Tata Zest,Revotron 1.2T XMS,Petrol,Sedan,Manual,2nd Owner,2,90000,2016,2016,1193.0,17.57,88.7,140.0,Black,Revotron Engine,5 Speed,FWD,Power,154.5,14.350000000000001,285000.0,Delhi,9
Honda,Honda City,1.5 S AT,Petrol,Sedan,Automatic,2nd Owner,2,80000,2010,2010,1497.0,16.8,118.0,146.0,Others,In-Line Engine,5 Speed,FWD,Power,170.0,12.9,300000.0,Delhi,15
Hyundai,Hyundai Santro Xing,GL,Petrol,Hatchback,Manual,2nd Owner,2,40462,2011,2011,1086.0,19.255853130413264,62.0,96.1,Silver,In-Line Engine,5 Speed,,Power,154.5,14.350000000000001,185000.0,Delhi,14
Maruti,Maruti Swift,LXI 2018,Petrol,Hatchback,Manual,1st Owner,1,40000,2018,2018,1197.0,22.0,81.8,113.0,Silver,VTVT Engine,5,,Power,170.0,12.9,525000.0,Delhi,7
Maruti,Maruti Swift Dzire,VDI,Diesel,Sedan,Manual,1st Owner,1,150000,2013,2013,1248.0,23.4,74.0,190.0,Others,DDiS Diesel Engine,5 Speed,FWD,Power,170.0,12.9,375000.0,Delhi,12
Hyundai,Hyundai Verna,SX,Petrol,Sedan,Manual,1st Owner,1,47761,2020,2020,1497.0,17.7,113.18,143.8,White,1.5 l MPi petrol,6 Speed,,Electric,170.0,12.9,1011999.9999999999,Delhi,5
Hyundai,Hyundai Creta,SX Diesel BSVI,Diesel,SUV,Manual,1st Owner,1,80488,2020,2020,1493.0,19.255853130413264,113.45,250.0,Black,1.5 L U2 CRDi Diesel,6-speed,,Power,170.0,12.9,1350000.0,Delhi,5
Maruti,Maruti S-Presso,VXI CNG 2019-2020,Cng,Hatchback,Manual,1st Owner,1,70000,2020,2020,998.0,27.984999999999992,58.33,78.0,Others,K10B,5-Speed,FWD,Power,170.0,12.9,400000.0,Delhi,5
Tata,Tata New Safari,XT Plus BSVI,Diesel,SUV,Manual,1st Owner,1,17204,2022,2022,1949.5,16.14,167.67,350.0,White,Kryotec 2.0 L Turbocharged Engine,6-Speed,,Power,170.0,12.9,1930000.0,Delhi,3
Hyundai,Hyundai Grand i10,1.2 Kappa Sportz Option AT,Petrol,Hatchback,Automatic,1st Owner,1,66000,2017,2017,1197.0,18.9,81.86,113.75,Silver,Kappa VTVT Petrol Engine,4 Speed,FWD,Power,165.0,12.9,525000.0,Delhi,8
Renault,Renault KWID,RXT Optional,Petrol,Hatchback,Manual,1st Owner,1,41900,2019,2020,799.0,25.17,53.3,72.0,Silver,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,425000.0,Delhi,6
Hyundai,Hyundai Grand i10,Sportz,Petrol,Hatchback,Manual,1st Owner,1,45000,2019,2019,1197.0,18.9,81.86,113.75,Grey,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,170.0,12.9,525000.0,Delhi,6
Volkswagen,Volkswagen Polo,1.2 MPI Highline,Petrol,Hatchback,Manual,1st Owner,1,52000,2013,2013,1198.0,16.47,74.0,110.0,Blue,MPI Petrol Engine,5 Speed,FWD,Power,165.0,14.2,375000.0,Delhi,12
Hyundai,Hyundai Alcazar,Signature 7-Seater Diesel AT,Diesel,SUV,Automatic,1st Owner,1,40000,2021,2021,1493.0,18.1,113.42,250.0,Others,1.5 l diesel CRDi engine,6-speed,,Power,170.0,12.9,2100000.0,Delhi,4
Honda,Honda Amaze,S i-Vtech,Petrol,Sedan,Manual,1st Owner,1,64000,2015,2015,1198.0,18.0,86.7,109.0,Silver,i-VTEC Petrol Engine,5 Speed,FWD,Power,160.0,14.350000000000001,409999.99999999994,Delhi,10
